;attribute0_dim0_feature0;attribute0_dim1_feature0;attribute0_dim2_feature0;attribute0_dim3_feature0;attribute0_dim5_feature0;attribute0_dim6_feature0;attribute0_dim8_feature0;attribute0_dim11_feature0;attribute0_dim12_feature0;attribute0_dim13_feature0;attribute0_dim14_feature0;attribute0_dim0_feature1;attribute0_dim1_feature1;attribute0_dim2_feature1;attribute0_dim3_feature1;attribute0_dim5_feature1;attribute0_dim6_feature1;attribute0_dim8_feature1;attribute0_dim11_feature1;attribute0_dim12_feature1;attribute0_dim13_feature1;attribute0_dim14_feature1;attribute1_dim0_feature0;attribute1_dim1_feature0;attribute1_dim2_feature0;attribute1_dim3_feature0;attribute1_dim0_feature1;attribute1_dim1_feature1;attribute1_dim2_feature1;attribute1_dim3_feature1;attribute2_dim0_feature0;attribute2_dim2_feature0;attribute2_dim3_feature0;attribute2_dim5_feature0;attribute2_dim8_feature0;attribute2_dim11_feature0;attribute2_dim12_feature0;attribute2_dim13_feature0;attribute2_dim14_feature0;attribute2_dim0_feature1;attribute2_dim2_feature1;attribute2_dim3_feature1;attribute2_dim5_feature1;attribute2_dim8_feature1;attribute2_dim11_feature1;attribute2_dim12_feature1;attribute2_dim13_feature1;attribute2_dim14_feature1
0;-0.968532143681101;-0.9516908212560387;-0.9736842105263158;-0.975;-0.9691964285714286;-0.98;-0.9564625850340136;-0.9612489660876757;-0.9612233445566779;-0.9634130575307046;-0.9628427128427128;-0.9587975083506365;-0.9846743295019157;-0.9578544061302682;-0.9678571428571429;-0.9679166666666666;-0.9642857142857143;-0.9655172413793104;-0.9588888888888889;-0.9607407407407408;-0.9651762031072376;-0.9578544061302682;-0.9684329971715018;-0.9554540262707024;-0.9649122807017544;-0.9753246753246754;-0.9594619929805855;-0.9831715210355987;-0.9571938168846611;-0.9645021645021645;-0.9708801855028271;-0.987987987987988;-0.9758928571428571;-0.96875;-0.9732142857142857;-0.9602518150905248;-0.9613852813852813;-0.965322912381736;-0.9831649831649831;-0.962359443491519;-0.9540229885057472;-0.9701149425287356;-0.9670566502463054;-0.9642857142857143;-0.9616858237547893;-0.9588888888888889;-0.9613696648179407;-0.9761904761904762
